100,
101,805.7171540291359
102,681.9239079880223
104,
105,
106,533.9276776151661
107,189.59747544296246
108,
110,719.0077158475012
111,
112,
113,319.7622774485765
114,468.5129666648287
115,
116,829.6355051333446
117,782.825987525544
118,
119,
120,438.07946991467514
121,182.5793035796881
122,350.26426594918803
123,371.0624144977098
124,585.3895179962308
125,894.5260299259222
126,997.3046044383793
127,573.648899751552
129,606.3705392270709
130,
131,329.57586622741877
132,364.29296172460704
133,113.2638198397704
134,140.50552508280657
135,213.82635570266694
136,
137,476.2246052761809
138,
139,27.451694439384667
140,
141,907.5880340446274
142,
143,773.6061370305748
144,
145,599.7332136054717
146,222.5023884886721
147,861.4114106590634
148,
149,
150,821.907899203982
151,818.7102241796946
152,414.11409069863845
153,611.8386686430142
154,734.9513700839891
155,166.31722597257203
156,344.60051862441685
157,363.6074783131169
158,387.38681223808914
159,738.3284791844235
160,
161,914.6654524318434
163,647.2141160991283
164,282.61911788143846
165,827.9821638309978
166,503.37573827271785
167,639.6719097715485
168,
169,448.9308434705198
170,402.1263673140948
171,674.1346468062794
172,187.4535023556576
173,387.8534536252881
174,638.8925024440773
175,963.7453300531677
176,795.8315743873836
177,
178,
179,
180,341.5007923718294
181,628.8399687548459
182,
183,361.89199873216893
184,558.0534865531291
185,172.0962180470812
186,580.8913587127897
187,532.1192329065059
188,238.62349563671026
189,528.2925205748969
190,
191,
192,
193,306.13139233088003
194,864.434105354835
195,
196,845.3369495428035
197,
198,
199,
200,
201,704.4804453863545
202,839.5298563744327
203,460.6098882578753
204,
205,
206,985.304845498469
208,919.5789941731513
209,184.73766284799964
210,117.22615770258327
211,862.9964659422259
212,
213,4.350274576052637
214,452.22626738650564
215,358.5700011081917
216,248.01910739341483
217,407.87852626090415
219,204.45090505724372
220,
221,840.4577130113478
222,950.4629046508644
223,782.1931450525096
224,490.7406682750221
225,947.7475847179579
226,924.8931591573001
227,305.0814971607508
228,272.6310968118286
229,196.66245469471312
230,
231,
232,318.8459536948404
234,
235,376.530350317677
236,49.53420937678909
237,711.5212971872826
239,289.7364700584308
241,
242,154.0789957053259
243,466.433297205725
244,668.4880986399921
245,
246,803.1569795003813
247,
248,822.0389597240487
249,497.7312466606655
250,169.31465410707702
251,877.164177350653
252,425.82931583950887
253,903.9264691845613
254,
255,576.833397721168
256,
257,312.1756666448438
258,54.84791966126301
259,6.523891749131927
260,636.948442589304
261,613.8960139168172
262,565.8181513221443
263,94.6312878673895
265,
266,
267,73.43746443738087
268,90.34144203218153
269,249.63179617280784
272,615.2195855673499
273,683.7315213874637
274,632.0588318797758
275,984.4872001964006
276,
277,
278,641.3884603350119
280,885.6443925041585
281,
282,14.26818672046204
283,590.781474468282
284,237.78328665716109
285,917.2083082402291
286,
287,359.72942701935085
290,619.4807468560506
291,308.46849019237396
292,978.2445708125331
293,101.61509586160066
295,376.22300264008913
296,814.7832589250545
297,519.0474288640748
299,296.1842449731903
300,
303,846.2531647816617
304,277.0207256127123
305,223.26100589685515
306,289.983282691977
307,233.43244786376215
308,
309,33.41215751935622
310,807.3251705810599
311,801.1800188396629
312,85.657962295007
313,
314,676.3946935505995
315,360.2581856338316
316,926.3889822388754
317,956.5782003448961
318,345.38511541460315
319,326.7205336755825
320,251.2165799400463
321,341.17826133340645
322,926.8411643855549
323,884.9484887914266
324,72.68440031547819
325,
326,450.2504956679078
327,300.19719319644145
328,335.2979892280658
329,357.1576440424581
330,919.5119233367768
331,
332,347.5754281129517
333,74.3339178607192
334,803.0136568986121
335,
336,
337,686.6343006098249
338,40.42391000455636
339,89.09059684020882
340,
341,
342,175.4964878176901
343,96.10490648663873
344,355.4263674417747
345,133.32477537474952
346,595.6263945350016
347,328.3180666861855
348,
349,355.43419389455124
350,116.91826441922004
351,
352,
353,
354,19.756106313352895
355,768.9749423103339
356,578.2019383151519
358,926.9083238777422
359,827.9401307429903
360,731.9191580512728
361,
362,64.94250614935825
363,889.20506620832
364,
